Tên công việc,Tên công ty,Nơi làm việc,Địa chỉ cụ thể,Cấp bậc,Mức lương (VND),Ngày đăng tin,Ngày hết hạn,Link
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
Product Manager (Lending) - Salary upto 3000$,MISA Jointstock Company,Hà Nội,"Tòa nhà Technosoft, Ngõ 15, Phố Duy Tân, Hà Nội",Trưởng phòng,Lên đến 3.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/product-manager-lending-salary-upto-3000dollar-1963375-jv
Kỹ Sư Phát Triển Hàng Công Nghiệp & Nội Ngoại Thất (Solidworks),"Fine Scandinavia CO., LTD",Bình Dương,"Binh Duong, Vietnam",Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/ky-su-phat-trien-hang-cong-nghiep-and-noi-ngoai-that-solidworks-1963362-jv
Construction Machinery Product Manager,Công Ty TNHH LiuGong Machinery Việt Nam,Hà Nội,"Tầng 15, Toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam.",Nhân viên,Lên đến 1.600 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/construction-machinery-product-manager-1945570-jv
Trưởng Phòng Kinh Doanh Bất Động Sản,Tập Đoàn CEO,Hà Nội,"Tầng 5, Tháp CEO, HH2 -1, Đô thị mới Mễ Trì Hạ, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, TP Hà Nội",Trưởng phòng,Thỏa thuận,2025-09-25,2025-10-25,https://www.vietnamworks.com/truong-phong-kinh-doanh-bat-djong-san-1962331-jv
Sales Representative - GT Channel,Công Ty TNHH Một Thành Viên Kärcher,Hồ Chí Minh,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",Nhân viên,Từ 800 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/sales-representative-gt-channel-1963358-jv
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
Product Manager (Lending) - Salary upto 3000$,MISA Jointstock Company,Hà Nội,"Tòa nhà Technosoft, Ngõ 15, Phố Duy Tân, Hà Nội",Trưởng phòng,Lên đến 3.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/product-manager-lending-salary-upto-3000dollar-1963375-jv
Kỹ Sư Phát Triển Hàng Công Nghiệp & Nội Ngoại Thất (Solidworks),"Fine Scandinavia CO., LTD",Bình Dương,"Binh Duong, Vietnam",Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/ky-su-phat-trien-hang-cong-nghiep-and-noi-ngoai-that-solidworks-1963362-jv
Construction Machinery Product Manager,Công Ty TNHH LiuGong Machinery Việt Nam,Hà Nội,"Tầng 15, Toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam.",Nhân viên,Lên đến 1.600 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/construction-machinery-product-manager-1945570-jv
Trưởng Phòng Kinh Doanh Bất Động Sản,Tập Đoàn CEO,Hà Nội,"Tầng 5, Tháp CEO, HH2 -1, Đô thị mới Mễ Trì Hạ, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, TP Hà Nội",Trưởng phòng,Thỏa thuận,2025-09-25,2025-10-25,https://www.vietnamworks.com/truong-phong-kinh-doanh-bat-djong-san-1962331-jv
Sales Representative - GT Channel,Công Ty TNHH Một Thành Viên Kärcher,Hồ Chí Minh,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",Nhân viên,Từ 800 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/sales-representative-gt-channel-1963358-jv
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
Product Manager (Lending) - Salary upto 3000$,MISA Jointstock Company,Hà Nội,"Tòa nhà Technosoft, Ngõ 15, Phố Duy Tân, Hà Nội",Trưởng phòng,Lên đến 3.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/product-manager-lending-salary-upto-3000dollar-1963375-jv
Kỹ Sư Phát Triển Hàng Công Nghiệp & Nội Ngoại Thất (Solidworks),"Fine Scandinavia CO., LTD",Bình Dương,"Binh Duong, Vietnam",Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/ky-su-phat-trien-hang-cong-nghiep-and-noi-ngoai-that-solidworks-1963362-jv
Construction Machinery Product Manager,Công Ty TNHH LiuGong Machinery Việt Nam,Hà Nội,"Tầng 15, Toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam.",Nhân viên,Lên đến 1.600 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/construction-machinery-product-manager-1945570-jv
Trưởng Phòng Kinh Doanh Bất Động Sản,Tập Đoàn CEO,Hà Nội,"Tầng 5, Tháp CEO, HH2 -1, Đô thị mới Mễ Trì Hạ, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, TP Hà Nội",Trưởng phòng,Thỏa thuận,2025-09-25,2025-10-25,https://www.vietnamworks.com/truong-phong-kinh-doanh-bat-djong-san-1962331-jv
Sales Representative - GT Channel,Công Ty TNHH Một Thành Viên Kärcher,Hồ Chí Minh,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",Nhân viên,Từ 800 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/sales-representative-gt-channel-1963358-jv
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
Product Manager (Lending) - Salary upto 3000$,MISA Jointstock Company,Hà Nội,"Tòa nhà Technosoft, Ngõ 15, Phố Duy Tân, Hà Nội",Trưởng phòng,Lên đến 3.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/product-manager-lending-salary-upto-3000dollar-1963375-jv
Kỹ Sư Phát Triển Hàng Công Nghiệp & Nội Ngoại Thất (Solidworks),"Fine Scandinavia CO., LTD",Bình Dương,"Binh Duong, Vietnam",Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/ky-su-phat-trien-hang-cong-nghiep-and-noi-ngoai-that-solidworks-1963362-jv
Construction Machinery Product Manager,Công Ty TNHH LiuGong Machinery Việt Nam,Hà Nội,"Tầng 15, Toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam.",Nhân viên,Lên đến 1.600 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/construction-machinery-product-manager-1945570-jv
Trưởng Phòng Kinh Doanh Bất Động Sản,Tập Đoàn CEO,Hà Nội,"Tầng 5, Tháp CEO, HH2 -1, Đô thị mới Mễ Trì Hạ, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, TP Hà Nội",Trưởng phòng,Thỏa thuận,2025-09-25,2025-10-25,https://www.vietnamworks.com/truong-phong-kinh-doanh-bat-djong-san-1962331-jv
Sales Representative - GT Channel,Công Ty TNHH Một Thành Viên Kärcher,Hồ Chí Minh,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",Nhân viên,Từ 800 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/sales-representative-gt-channel-1963358-jv
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
Product Manager (Lending) - Salary upto 3000$,MISA Jointstock Company,Hà Nội,"Tòa nhà Technosoft, Ngõ 15, Phố Duy Tân, Hà Nội",Trưởng phòng,Lên đến 3.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/product-manager-lending-salary-upto-3000dollar-1963375-jv
Kỹ Sư Phát Triển Hàng Công Nghiệp & Nội Ngoại Thất (Solidworks),"Fine Scandinavia CO., LTD",Bình Dương,"Binh Duong, Vietnam",Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/ky-su-phat-trien-hang-cong-nghiep-and-noi-ngoai-that-solidworks-1963362-jv
Construction Machinery Product Manager,Công Ty TNHH LiuGong Machinery Việt Nam,Hà Nội,"Tầng 15, Toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam.",Nhân viên,Lên đến 1.600 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/construction-machinery-product-manager-1945570-jv
Trưởng Phòng Kinh Doanh Bất Động Sản,Tập Đoàn CEO,Hà Nội,"Tầng 5, Tháp CEO, HH2 -1, Đô thị mới Mễ Trì Hạ, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, TP Hà Nội",Trưởng phòng,Thỏa thuận,2025-09-25,2025-10-25,https://www.vietnamworks.com/truong-phong-kinh-doanh-bat-djong-san-1962331-jv
Sales Representative - GT Channel,Công Ty TNHH Một Thành Viên Kärcher,Hồ Chí Minh,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",Nhân viên,Từ 800 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/sales-representative-gt-channel-1963358-jv
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
Product Manager (Lending) - Salary upto 3000$,MISA Jointstock Company,Hà Nội,"Tòa nhà Technosoft, Ngõ 15, Phố Duy Tân, Hà Nội",Trưởng phòng,Lên đến 3.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/product-manager-lending-salary-upto-3000dollar-1963375-jv
Kỹ Sư Phát Triển Hàng Công Nghiệp & Nội Ngoại Thất (Solidworks),"Fine Scandinavia CO., LTD",Bình Dương,"Binh Duong, Vietnam",Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/ky-su-phat-trien-hang-cong-nghiep-and-noi-ngoai-that-solidworks-1963362-jv
Construction Machinery Product Manager,Công Ty TNHH LiuGong Machinery Việt Nam,Hà Nội,"Tầng 15, Toà nhà Center Building, Số 1 Nguyễn Huy Tưởng, Phường Thanh Xuân, Thành phố Hà Nội, Việt Nam.",Nhân viên,Lên đến 1.600 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/construction-machinery-product-manager-1945570-jv
Trưởng Phòng Kinh Doanh Bất Động Sản,Tập Đoàn CEO,Hà Nội,"Tầng 5, Tháp CEO, HH2 -1, Đô thị mới Mễ Trì Hạ, Đường Phạm Hùng, P. Mễ Trì, Q. Nam Từ Liêm, TP Hà Nội",Trưởng phòng,Thỏa thuận,2025-09-25,2025-10-25,https://www.vietnamworks.com/truong-phong-kinh-doanh-bat-djong-san-1962331-jv
Sales Representative - GT Channel,Công Ty TNHH Một Thành Viên Kärcher,Hồ Chí Minh,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",Nhân viên,Từ 800 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/sales-representative-gt-channel-1963358-jv
"Tuyến Gấp Chuyên Viên Pháp Chế Tại Hà Nội, Lương Lến Đến 25Tr/tháng",Công Ty Cổ Phần Thiết Bị Và Dịch Vụ Tce,Hà Nội,"Tầng 1L, tòa 169 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy",Nhân viên,15.000.000 - 25.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-chuyen-vien-phap-che-tai-ha-noi-luong-len-den-25tr-thang-1963348-jv
"Senior Engineer, Product Industrialization, Bags (HCM/ Binh Duong)",Amer Sports Vietnam Limited,"Bình Dương, Hồ Chí Minh",Binh Duong; Ho Chi Minh,Nhân viên,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-engineer-product-industrialization-bags-hcm-binh-duong--1963353-jv
Trưởng Bộ Phận Nhân Sự,Công ty TNHH CNSL INDUSTRIAL,Hồ Chí Minh,"S0018, Toà nhà Masteri An Phú, 179 Võ Nguyên Giáp, P. Thảo Điền, TP. Thủ Đức, TP. Hồ Chí Minh.",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/truong-bo-phan-nhan-su-1963366-jv
Tuyển Gấp Kế Toán Trưởng Upto 30Tr/tháng (Hải Phòng),CÔNG TY TNHH THƯƠNG MẠI PHONG THỦY ĐẠI NAM,Hải Phòng,"Số 73 No5 Khu đô thị mới Sở Dầu, P.Sở Dầu, Quận Hồng Bàng, Thành phố Hải Phòng",Nhân viên,25.000.000 - 30.000.000 VND,2025-09-29,2025-10-29,https://www.vietnamworks.com/tuyen-gap-ke-toan-truong-upto-30trthang-hai-phong-1963380-jv
Senior Brand Manager,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,"Vincom Center, 72 Le Thanh Ton, Dist.1, Ho Chi Minh City, Viet Nam",Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/senior-brand-manager-1963376-jv
